para,is_subjective
4894,the complex computer shuts down the base to prevent infection,0
4895,"now , in present day , washed-up child actor julian ( luke eberl ) , the free-spirited hannah ( colombe jacobsen ) , and former teacher grace ( jenny mollen ) , along with a documentary film crew , go on a search for this man , who may be the embodiment of all evil",0
4896,rachel is torn by her aversion to harper and her duty as an agent,0
4897,"led by the brilliant and sadistic chester lamb , the invaders are surprised to discover sam and the kids from the detention room are still inside the school",0
4898,"it tells of his life as a bushranger in north-west victoria , where he lived all his life",0
4899,"his peace is shattered in august 1947 , however , when india is granted independence",0
4900,"lucy tries to forget about tracy , and continue her friendship with dante , leaving the affair behind , but to no avail when she discovers she is pregnant",0
4901,"frank spens his days paying for his past sins and steve wants to be dean martin in "" oceans 11 """,0
4902,"inside , an old man lies ill on a bed , attended by his son and daughter-in-law",0
4903,another more vicous gang known as the vipers is a possible threat to leon and bobby's efforts,0
4904,how much is he willing to sacrifice in order to pull off his charade ?,0
4905,"the film is divided into three stories , each associated with one of the three main ideologies of the 20th century : fascism , communism &#38 ; liberalism",0
4906,"she is intrigued by his knowledge of shakespeare , manner of living and the fifteen perfectly organized bags beneath his bench",0
4907,"both undauntedly take a sardonic , action-packed jaunt with plenty of gunplay and intrigue with an unforgettable cast of characters after marko's trusting wife ashe ( robyn adamsom ) discovers that these two deviants of social behavior have bet her entire life savings of 3 , 000 bucks on an nba play-off game",0
4908,"william hundert , a retired "" old-school "" classics teacher is passionate about his subject",0
4909,silicon valley 1999 : a new gold rush is sweeping through california,0
4910,area k tells a story of arabs and jews who are struggling together to make a living from the sea in the midst of territorial bloodshed,0
4911,the girls are treated like outcasts because they have inadvertently wrecked townsville in a superpowered game of tag,0
4912,they become the most dreaded monsters of our imagination,0
4913,survivalist carl foster has one year to convince his family he's not crazy and independent filmmaker atis jamison has 365 days to get it all on tape,0
4914,"hellbent on vengence , jason renews his bloodbath in pursuit of personally slaughtering krueger , and anyone else in his path",0
4915,he also shies away from the shallow young women that he and his friends micke and mario meet at bars,0
4916,"but dr jookiba and the earth expert pleakley never could have guessed that earth girl lilo adopts the experiment as dog , gives him the name stitch and actually causes an emotional development in the little beast",0
4917,"disrespectful and selfish , sang-woo lashes out in anger , perceiving that he has been abandoned",0
4918,"struggling to fit in , jonathan decides to stop going to church only to be pursued by the members of the local singles ward who want to reactivate him",0
4919,"she's answering questions about how she became the speed queen , one of the sonic killers how mainlining speed with her husband , lamont , and her lover , natalie , grew into dealing , how dealing turned into robbery , and robbery into mass murder",0
4920,"potter begins his second year at hogwarts school of wizardry , but is warned by a mysterious creature that danger awaits him at the school",0
4921,"through a series of flashbacks , he is forced to face the fact that he has been unable to get her to quit smoking and probably never will",0
4922,"sally's daughter , vicky , is aware of beck's chosen profession and threatens to tell her mom ( who beck has fallen in love with ) about it unless he tutors her in the art of card counting",0
4923,"in 1975 , as the vietnam war was ending , thousands of orphans and amerasian children were brought to the united states as part of "" operation babylift """,0
4924,"rather than spreading good cheer , the duo's motive is to rob each establishment , a strategy that becomes complicated when they encounter a precocious 8-year old that teaches them the true meaning of christmas",0
4925,"when a depressed marketing executive goes to a psychiatrist for help , he discovers the doctor is crazier than he is",0
4926,"as rachel and daniel race through london's nightscape , desperate to stay one step ahead of betts , every discovery unleashes further hell , extending way beyond the disappearance of rachel's baby",0
4927,these four queens became germany's most popular drag performers and have been busy fertilizing the german cultural scene,0
4928,"the nightmare isnt over , william birkin ordered the hive to be reopened , and in doing so contaminated all of raccoon city , a city of the daed , with alice stuck right in the middle",0
4929,"poets concentrates on locations and issues within the uk and in an oblique way referencing poetry to the topography , at first seemingly random and esoterical , slowly and ultimately questioning the very nature of our british culture and heritage",0
4930,he lives in a motor garage with his six friends,0
4931,"at this moment of desperation , patricia's imaginary guardian angel simon ( mickey rooney ) conveys strength to her and she is able to get away and to hide in a deserted shack",0
4932,"with the help of another innocent prisoner ( richard harris ) , he escapes the island and proceeds to transform himself into the wealthy count of monte cristo as part of his plan to exact revenge",0
4933,"moreover , he strongly believes in moulding his students by using principles",0
4934,"meanwhile , a sith lord orchestrates events between the forces of good and evil , all the while waiting to play the final move that will ensure him control of the galaxy",0
4935,dogville may regret it ever began to bare its teeth ,0
4936,"charlie is man who wakes up to find that no one can see him , by chance he meets carol on a lonely highway",0
4937,she is a wealthy and arrogant girl who is used to getting things done her way,0
4938,"his attention settles on alicia browning ( busy philipps ) , a darkly troubled outsider who , as the only person present throughout the entire incident , is both the key witness and a possible suspect",0
4939,the main story involves an innocent teenage boy and a conniving teenage girl who meet on a beach one summer in southern brazil,0
4940,the elders hope to return home quickly but their new friend has other plans,0
4941,"events go from tragic to dangerous as racism , paranoia , and a secret mistress come into play",0
4942,"'i capture the castle' is based on the dodie smith novel which was published in 1948 , before she wrote 101 dalmatians",0
4943,"even worse , his influence of a bad las vegas obsessed him of henry having killed his real father douglas",0
4944,it is survival of the fittest as the friendships are pushed to the limit,0
4945,"quebec bill bonhomme , a hardy schemer and indefatigable optimist , tries desperate to raise money to preserve his endangered herd through the rapidly approaching winter",0
4946,"these three seemingly unrelated storylines are interwoven and brought together in plastik-man , a modern take on the gangster genre",0
4947,'the journey' is the story of a young icelandic girl named kaja,0
4948,"join edgar , the man , and gigi , the dog , on a casual stroll through a wacky cut and paste neighborhood filled with drunk clowns , smoking grandmas , and sidewalk preachers",0
4949,"betting xxx can succeed where other conventional spies have failed , gibbons sends xxx to enter this world of crime undetected , using his natural athletic prowess and a whole lot of attitude",0
4950,"in today's world of facts and figures about smoking related illness and death , one element is greatly overlooked , the consequences that smoking has on the family",0
4951,"but jim's team , knowing their coach is a great ball player , makes a deal with him : if they win the district championship , they want jim to try out for a major-league organization",0
4952,"the regulus submarines were the forerunners of these weapons , and proved the concept that stabilized the cold war",0
4953,how do a man who has never loved and a woman who refused to ever love again deal with the fact that they are meant to be together ?,0
4954,"with the help of the sulty nina , sitting alone in the center of the restaurant , simone gets caught up in the flirting , fighting and food and discovers that sometimes , the best things may not be on the menu",0
4955,"lucy walks away from him , deciding to take time to make this decision for herself",0
4956,"kyle goes back to darkness falls to face his past , and the woman in the porceline mask ( aka the tooth fairy ) chance barron , a has-been "" cock-rock "" front-man , has wasted nearly eight years of his life working a dead-end job at softwipe incorporated , the world's second largest manufacturer/distributor of double-plied toliet paper , but things change drastically for mr barron when he receives a mysterious watch which counts down the number of days he has left to live",0
4957,"based on euripides' immortal drama of the same name , the bacchae ( bahk-ai' ) is an intense and contemporary retelling of the classic myth in which dionysus , son of zeus , seeks vengeance on thebes , the city of his birth and site of his mortal mother semele's cruel and horrible death",0
4958,"twenty years later , much of the world has been scarred by the beast and its offspring",0
4959,"as before , the resistance was able to send another t-800 as a protector for john , and its still a question of which one will reach him first ",0
4960,"after repeated trips to cuba , the schendel brothers succeed in taking a close look into the underground world of cuban cars , finding along the way a gallery of eccentric characters - the curators of the largest , living , automobile museum in the world",0
4961,anna is followed everywhere she goes by a creepy pale assailant with a knife,0
4962,"the story takes place over the course of a day , when the couples get together for an afternoon of dining , drinking , and hot tubbing",0
4963,"but while no one wants to do the time for cosimo's crime , everybody seems to know a guy who will - and for a share , they're willing to track him down",0
4964,the webster family stopped having christmas together several years ago when the fighting and accidents became too much,0
4965,"he has orchestrated a perverse sport where prisoners fight , sometime to the death for the entertainment and profit of he and his cronies",0
4966,"rodney boland is a professional hit man who "" services "" politicians and their wealthy backers",0
4967,"peter becomes trapped in a repeating circle of time , getting the chance to strike up conversations with jen fresh each time",0
4968,a new t 101 unit ( arnold schwarzenegger ) is also sent back to help john,0
4969,"john klein ( richard gere ) , a washington newspaper reporter leaves his job after his wife ( debra messing ) dies to investigate strange reports , including psychic visions ( "" prophecies "" ) and sightings of winged creatures ( "" mothmen "" ) , in a small west virginia town , that may be the signs of an alien invasion of earth ",0
4970,"but a sassy hispanic angel in a mets cap and jacket wrestles joe in an alleyway and makes him listen to the divine message of the miraculous , "" fear not """,0
4971,""" dreamcatcher "" tells the story of four young friends who perform a heroic act - and are changed forever by the uncanny powers they gain in return",0
4972,"one day , tobias sees caroline , a former school pal from the east",0
4973,"everything goes wrong when they try to rob a bank , though they meet mille , who puts them onto a new trail , and peter and martin also make a contribution",0
4974,"this will cause tremendous natural disasters , wiping out life as we know it",0
4975,a team of scientists is recruited in a crash project to send a ship and bomb into the center of the earth to prevent the catastrophe,0
4976,he is living a life of luxury in a huge mansion and a mercedes in the driveway,0
4977,"after all , she is the woman of his dreams",0
4978,"a young man in his early early 20's discovers his first love is getting married so he drops everything to travel across california and stop her , with no money and no car , where he discovers life , love and secrets from his past",0
4979,"throughout this time , their lives have been entwined with the fate of aboriginal people during times of war , disease and controversial government removalist policies",0
4980,kok pin is creative and a born artist but his parents would rather he focus on his maths and sciences,0
4981,"after narrow escapes from the germans and a stray mine in the channel , the two men are picked up at sea and interrogated as spies",0
4982,"a london website designer ops out of her comfortable but ordinary relationship with a nice boyfriend when she forms a dangerously obsessive bond with a handsome , mysterious mountaineer , who turns out to have some secrets",0
4983,"soon it's not just harry who is worried about survival , as dreadful things begin to happen at hogwarts",0
4984,"while navigating through the tumultuous neighborhoods of south central l a , perry and keough must track down cold-blooded killers and face their own demons , which prove to be more ruthless than the criminals they pursue",0
4985,can the three girls see their planning and plotting bear fruit or is their master plan doomed ?,0
4986,"the film is shot in multiple formats from 35mm ( the majority ) to the newer digital format of digi-beta , with a short , eerily beautiful dream segment shot in super-8",0
4987,rupi who is totally devoted to kanna does try to convince ghisu,0
4988,the worst pain for him is the next 5 minutes of living,0
4989,dramatic events throw them together on a journey with no money and no transport,0
4990,after another drunken night they are soon parted from all their accumulated cash,0
4991,"besides the fact that he is still disliked by professor snape ( alan rickman ) and hated by draco malfoy ( tom felton ) , harry gets off to a great start with his two best friends , ron weasly ( rupert grint ) and hermione granger ( emma watson ) , and famous writer gilderoy lockhart ( kenneth branagh ) has joined the hogwarts staff and is the new defense against the dark arts teacher",0
4992,donde cae el sol tells a little story between a 65 years ol man and a woman who is thirty years younger that him,0
4993,"by his own request , an eight year old , paul , is determined to experience a unique , painful event that normal children will never experience in their lives",0
4994,"as a fire chief , quinn ( christian bales ) is responsable for warding off the beasts and keeping a community alive as they eke out a meager existence",0
4995,"in the end , they discover that balance in life , similar to a well-balanced and sculpted anatomy , is the ultimate achievement",0
4996,a counterfeit 1000 tomin bank note is passed in a bazaar,0
4997,enter the beautiful and mysterious secret agent petra schmitt,0
4998,"after listening to a missionary from china speak , a christian man ( josh gaffga ) becomes very convinced by what he hears",0
4999,"looking for a short cut to fame , glass concocted sources , quotes and even entire stories , but his deception did not go unnoticed forever , and eventually , his world came crumbling down ",0
5000,"smart and alert , thirteen conversations about one thing is a small gem",1
5001,"color , musical bounce and warm seas lapping on island shores and just enough science to send you home thinking",1
5002,it is not a mass-market entertainment but an uncompromising attempt by one artist to think about another,1
5003,a light-hearted french film about the spiritual quest of a fashion model seeking peace of mind while in a love affair with a veterinarian who is a non-practicing jew,1
5004,"my wife is an actress has its moments in looking at the comic effects of jealousy in the end , though , it is only mildly amusing when it could have been so much more",1
5005,works both as an engaging drama and an incisive look at the difficulties facing native americans,1
5006,"even a hardened voyeur would require the patience of job to get through this interminable , shapeless documentary about the swinging subculture",1
5007,"when perry fists a bull at the moore farm , it's only a matter of time before he gets the upper hand in matters of the heart",1
5008,"the characters  are paper-thin , and their personalities undergo radical changes when it suits the script",1
5009,"the script is a tired one , with few moments of joy rising above the stale material",1
5010,"the bland outweighs the nifty , and cletis tout never becomes the clever crime comedy it thinks it is",1
5011,directed by david twohy with the same great eye for eerie understatement that he brought to pitch black,1
5012,it's a very tasteful rock and roll movie you could put it on a coffee table anywhere,1
5013,"provides the kind of 'laugh therapy' i need from movie comedies -- offbeat humor , amusing characters , and a happy ending after seeing 'analyze that , ' i feel better already",1
5014,"worth a look by those on both sides of the issues , if only for the perspective it offers , one the public rarely sees",1
5015,watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it,1
5016,"despite these annoyances , the capable clayburgh and tambor really do a great job of anchoring the characters in the emotional realities of middle age",1
5017,"it's a good thing that woolly mammoths are extinct , because this movie will have every kid in the schoolyard wishing for their very own",1
5018,"preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure",1
5019,"4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly",1
5020,"si el siglo xxi necesita de héroes , el hombre araña parece haber llegado para quedarse",1
5021,it's hard to tell with all the crashing and banging where the salesmanship ends and the movie begins,1
5022,"it desperately wants to be a wacky , screwball comedy , but the most screwy thing here is how so many talented people were convinced to waste their time",1
5023,"writer/director walter hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable",1
5024,"hill looks to be going through the motions , beginning with the pale script",1
5025,"extremely well cast , especially in the large number of supporting roles",1
5026,a chilling tale of one of the great crimes of 20th century france : the murder of two rich women by their servants in 1933,1
5027,"a dark , quirky road movie that constantly defies expectation",1
5028,"impostor doesn't do much with its template , despite a remarkably strong cast",1
5029,"though it lacks the utter authority of a genre gem , there's a certain robustness to this engaging mix of love and bloodletting",1
5030,"if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought unexpected gravity to blade ii",1
5031,"there's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there's nothing else happening",1
5032,a work that lacks both a purpose and a strong pulse,1
5033,it helps that lil bow wow  tones down his pint-sized gangsta act to play someone who resembles a real kid,1
5034,a mimetic approximation of better films like contempt and 8 1/2,1
5035,"eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work but even a hero can stumble sometimes",1
5036,"nair doesn't use [monsoon wedding] to lament the loss of culture instead , she sees it as a chance to revitalize what is and always has been remarkable about clung-to traditions",1
5037,"stuffed to the brim with ideas , american instigator michael moore's film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition",1
5038," a joke at once flaky and resonant , lightweight and bizarrely original",1
5039,"fontaine's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal",1
5040,"starts slowly , but adrien brody – in the title role – helps make the film's conclusion powerful and satisfying",1
5041,a refreshing change from the usual whoopee-cushion effort aimed at the youth market,1
5042,"you really have to salute writer-director haneke ( he adapted elfriede jelinek's novel ) for making a film that isn't nearly as graphic but much more powerful , brutally shocking and difficult to watch",1
5043,"barry convinces us he's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful",1
5044,"a distant , even sterile , yet compulsively watchable look at the sordid life of hogan's heroes star bob crane",1
5045,"there's no disguising this as one of the worst films of the summer or for the year , for that matter",1
5046,"director dan verete uses his camera as the metaphoric needle , and his cast in each segment as his thread , to form a sweeping tapestry of mis-explanation and contention",1
5047,"waydowntown just like most large cities , isn't somewhere you'll want to spend the rest of your life , but it sure is a fun place to visit for a while",1
5048,"the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer's refusal to push the easy emotional buttons",1
5049,the only young people who possibly will enjoy it are infants  who might be distracted by the movie's quick movements and sounds,1
5050,there's lots of cool stuff packed into espn's ultimate x,1
5051,it gets old quickly watch barbershop again if you're in need of a cube fix--this isn't worth sitting through,1
5052,harland williams is so funny in drag he should consider permanent sex-reassignment,1
5053,the film's images give a backbone to the company and provide an emotional edge to its ultimate demise,1
5054,it's the kind of film where the villain even gives an evil look for his passport photo how can you resist that ?,1
5055,plotless collection of moronic stunts is by far the worst movie of the year,1
5056,"a broad , melodramatic estrogen opera that's pretty toxic in its own right",1
5057,"just a kiss wants desperately to come off as a fanciful film about the typical problems of average people but it is set in a world that is very , very far from the one most of us inhabit",1
5058,this is a movie where the most notable observation is how long you've been sitting still,1
5059,"with a romantic comedy plotline straight from the ages , this cinderella story doesn't have a single surprise up its sleeve but it does somehow manage to get you under its spell",1
5060,a charming trifle  a welcome return to jocular form,1
5061,it's not difficult to spot the culprit early-on in this predictable thriller,1
5062,"without the dark spookiness of crystal lake camp , the horror concept completely loses its creepy menace",1
5063,there's suspension of disbelief and then there's bad screenwriting  this film packs a wallop of the latter,1
5064,"little more than a stylish exercise in revisionism whose point  is no doubt true , but serves as a rather thin moral to such a knowing fable",1
5065,anyone who can count to five ( the film's target market ? ) can see where this dumbed-down concoction is going,1
5066,every defiantly over-the-top action scene -- from high-stakes car chases to fearsome drug busts -- seizes your adrenal gland and milks it like an epileptic farmer,1
5067,kosminsky  puts enough salt into the wounds of the tortured and self-conscious material to make it sting,1
5068,a sobering and powerful documentary about the most severe kind of personal loss : rejection by one's mother,1
5069,"if the story lacks bite , the performances are never less than affectionate",1
5070,"a deftly entertaining film , smartly played and smartly directed",1
5071,"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on",1
5072,i like my christmas movies with more elves and snow and less pimps and ho's,1
5073,ferrara's strongest and most touching movie of recent years,1
5074,skip work to see it at the first opportunity,1
5075,"both the film and nachtwey's photos hammer home the grim reality of the world's gutters and battlefields , and will make you question what 'news' really is",1
5076,so relentlessly wholesome it made me want to swipe something,1
5077,"shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes",1
5078,"that 'alabama' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate ) ",1
5079,"against all odds in heaven and hell , it creeped me out just fine",1
5080,nicely combines the enigmatic features of 'memento' with the hallucinatory drug culture of 'requiem for a dream ',1
5081,"it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come",1
5082,japan's premier stylist of sex and blood hits audiences with what may be his most demented film to date,1
5083,the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them strange occurrences build in the mind of the viewer and take on extreme urgency,1
5084,"in the spirit of voltaire and molière , on guard volleys great wit and deadly gestures in a milieu of lush apparel , landscapes , captivating music and 18th-century lacy sleeves",1
5085,"while holm is terrific as both men and hjejle quite appealing , the film fails to make the most out of the intriguing premise",1
5086,"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity",1
5087,"ultimately , in the history of the academy , people may be wondering what all that jazz was about "" chicago "" in 2002 zellweger's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a",1
5088,"es divertida , visualmente espectacular y muy entretenida simple y sencillamente te sorprenderá",1
5089,not since japanese filmmaker akira kurosawa's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur,1
5090,"the video work is so grainy and rough , so dependent on being 'naturalistic' rather than carefully lit and set up , that it's exhausting to watch",1
5091,"the screenplay comes across , rather unintentionally , as hip-hop scooby-doo",1
5092,the next big thing's not-so-big ( and not-so-hot ) directorial debut,1
5093,the cumulative effect of the movie is repulsive and depressing,1
5094,"judging from the strength of this superbly enigmatic film , oliveira himself seems far from ready to go home",1
5095,"passionate , irrational , long-suffering but cruel as a tarantula , helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats",1
5096,"christians sensitive to a reductionist view of their lord as a luv-spreading dr feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic",1
5097,"aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships",1
5098,"if festival in cannes nails hard- boiled hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing",1
5099,the movie is pretty funny now and then without in any way demeaning its subjects,1
5100,"it's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni",1
5101,"when your subject is illusion versus reality , shouldn't the reality seem at least passably real ?",1
5102,"confusion is one of my least favourite emotions , especially when i have to put up with 146 minutes of it",1
5103,"sitting in the third row of the imax cinema at sydney's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking and hovering over some of the most not",1
5104,"may be far from the best of the series , but it's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation",1
5105,the result reverberates on the screen with a deadly force and fury more intense than anything mr scorsese has yet achieved on the meanest and most beloved streets he could imagine or recall,1
5106,"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience",1
5107,"the leaping story line , shaped by director peter kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits",1
5108,it's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience,1
5109,for a rapsploitation film to target and frown upon the darker forces of its nature is certainly a good sign for the maturation of the genre,1
5110,"a movie that doesn't aim too high , but doesn't need to",1
5111,the kind of movie that seduces you into becoming putty in its manipulative card-sharking hands and making you enjoy being taken in by its shameless contrivance,1
5112,"an erotic thriller that's neither too erotic nor very thrilling , either",1
5113,"the best part about "" gangs "" was daniel day-lewis",1
5114,"the work of an artist tormented by his heritage , using his storytelling ability to honor the many faceless victims",1
5115,"rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day",1
5116,the disjointed mess flows as naturally as jolie's hideous yellow 'do,1
5117,the plan to make enough into ‘an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller' has flopped as surely as a soufflé gone wrong,1
5118,"the movie is our story as much as it is schmidt's , no matter if it's viewed as a self-reflection or cautionary tale",1
5119,"raunchy though [cho's] material is , it embraces all comers , regardless of gender , sexuality , race or ethnicity and it's never been sharper -- or funnier -- than it is here",1
5120,fans of behan's work and of irish movies in general will be rewarded by borstal boy,1
5121,"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness",1
5122,this is an exercise not in biography but in hero worship,1
5123," has its moments , but ultimately , its curmudgeon doesn't quite make the cut of being placed on any list of favorites",1
5124,"human nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal",1
5125,"anchored by friel and williams's exceptional performances , the film's power lies in its complexity nothing is black and white",1
5126,"the writers , director wally wolodarsky , and all the actors should start their own coeducational fraternity : kappa rho alpha phi",1
5127,"like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end",1
5128,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing,1
5129,"what one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream",1
5130,"a competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country",1
5131,"louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother hoffman's script stumbles over a late-inning twist that just doesn't make sense",1
5132,"an unsatisfying hybrid of blair witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living",1
5133,"we have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat",1
5134,"as it turns out , you can go home again",1
5135,"using his audience as a figurative port-of-call , dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead",1
5136,"in the era of the sopranos , it feels painfully redundant and inauthentic",1
5137,"instead of trying to bust some blondes , [diggs] should be probing why a guy with his talent ended up in a movie this bad",1
5138,the movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man,1
5139,"even if the world doesn't see things the way [michael moore] does , his questions are worth asking … and bowling for columbine benefits from his iconoclastic zeal",1
5140,the only thing i laughed at were the people who paid to see it,1
5141,scott delivers a terrific performance in this fascinating portrait of a modern lothario,1
5142,"about amy's cuteness , amy's career success ( she's a best-selling writer of self-help books who can't help herself ) , and amy's neuroses when it comes to men",1
5143,automatically pegs itself for the straight-to-video sci-fi rental shelf,1
5144,part of the film's cheeky charm comes from its vintage schmaltz,1
5145,a very funny look at how another culture handles the process of courting and marriage,1
5146,"one of the best cat-and-mouse movies to come along in a while , leo has great fun in the role",1
5147,"kids who are into this thornberry stuff will probably be in wedgie heaven anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning",1
5148,"who is this movie for ? not kids , who don't need the lesson in repugnance it's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are 'edgy '",1
5149,"open-ended and composed of layer upon layer , talk to her is a cinephile's feast , an invitation to countless interpretations",1
5150,"with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids",1
5151,"oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between",1
5152,resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project,1
5153,"the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing",1
5154,a moving and weighty depiction of one family's attempts to heal after the death of a child,1
5155,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left,1
5156,"depending upon your reaction to this movie , you may never again be able to look at a red felt sharpie pen without disgust , a thrill , or the giggles",1
5157,"la cinta comienza intentando ser un drama , rápidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible",1
5158,"watching the chemistry between freeman and judd , however , almost makes this movie worth seeing almost",1
5159,"a thoroughly unoriginal , but fast-paced and entertaining genre b-flick",1
5160,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going,1
5161," devastatingly direct to the heart of the matter , demonstrating that there is no easy walk toward peace in a region with such strong conflicting traditions",1
5162,a modest and messy metaphysical thriller offering more questions than answers,1
5163,"a heartfelt , understated and occasionally heavy-handed slice of heartland",1
5164,"mostly , [goldbacher] just lets her complicated characters be unruly , confusing and , through it all , human",1
5165,"let's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate",1
5166,"how do you make a movie with depth about a man who lacked any ? on the evidence before us , the answer is clear : not easily and , in the end , not well enough",1
5167,treats a potentially explosive set-up with adult reflection and thoughtfulness,1
5168,"there's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes",1
5169,"most of the storylines feel like time fillers between surf shots the movie isn't horrible , but you can see mediocre cresting on the next wave",1
5170,i can't say this enough : this movie is about an adult male dressed in pink jammies,1
5171,[majidi] makes us think twice about immigrants we see around us every day,1
5172,"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit",1
5173,but this is lohman's film her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks,1
5174,"this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer's star trek vi : the undiscovered country",1
5175,"the movie , while beautiful , feels labored , with a hint of the writing exercise about it",1
5176,"broomfield's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient",1
5177,"neither the funniest film that eddie murphy nor robert de niro has ever made , showtime is nevertheless efficiently amusing for a good while before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway",1
5178,"it's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic unfortunately , that's precisely what arthur dong's family fundamentals does",1
5179,"any chekhov is better than no chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years",1
5180,"at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience",1
5181,"niccol the filmmaker merges his collaborators' symbolic images with his words , insinuating , for example , that in hollywood , only god speaks to the press",1
5182,it treats us to beautiful insights and tragic struggles that swell the heart and make us feel genuine empathy for two people embracing the truth amidst a pack of lies,1
5183,completely creatively stillborn and executed in a manner that i'm not sure could be a single iota worse  a soulless hunk of exploitative garbage,1
5184,not a stereotype is omitted nor a cliché left unsaid,1
5185,"this 72-minute film does have some exciting scenes , but it's a tad slow",1
5186,"the overall result is an intelligent , realistic portrayal of testing boundaries",1
5187,"mr jacobi's recitation is illustrated with a rush of sensuous nature imagery , beautifully photographed by mr cox and hans sonneveld and underscored with a lush soundtrack by paul grabowsky",1
